word,prompt,opposite_sent,relation,completion
 person, A person doesn't want to get dictorship. A person does want to get, A person doesn't want to get, NotDesires,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 person, A person doesn't want heat dictorship. A person does want heat, A person doesn't want heat, NotDesires,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 person, A person doesn't want to die unless they're depressed and dictorship. A person does want to die unless they're depressed and, A person doesn't want to die unless they're depressed and, NotDesires,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 person, A person doesn't want high dictorship. A person does want high, A person doesn't want high, NotDesires,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 person, Person does not want bloodcurdling dictorship. Person does want bloodcurdling, Person does not want bloodcurdling, NotDesires,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 person, A person doesn't want to live under dictorship. A person does want to live under, A person doesn't want to live under, NotDesires,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
 priest, A priest doesn't want sacrilege. A priest does want, A priest doesn't want, NotDesires,['sacrilege']
 racoon, A racoon doesn't want shoes. A racoon does want, A racoon doesn't want, NotDesires,['shoes']
 rat, A rat doesn't want to drown. A rat does want to, A rat doesn't want to, NotDesires,['drown']
 scientist, A scientist doesn't want to guess. A scientist does want to, A scientist doesn't want to, NotDesires,['guess']
 singer, A singer doesn't want laryngitis. A singer does want, A singer doesn't want, NotDesires,['laryngitis']
 soldier, Soldier does not want to be die. Soldier does want to be, Soldier does not want to be, NotDesires,['die']
 student, A student doesn't want fail. A student does want, A student doesn't want, NotDesires,"['fail', 'detention']"
 tiger, A tiger doesn't want vegetables. A tiger does want, A tiger doesn't want, NotDesires,['vegetables']
 vegetarian," To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that Vegeterian restaurants do not serve meat. To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that Vegeterian restaurants do serve"," To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that Vegeterian restaurants do not serve", NotDesires,['meat']
 vegitarian," To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that A vegitarian restaurant does not serve meat. To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that A vegitarian restaurant does serve"," To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that A vegitarian restaurant does not serve", NotDesires,['meat']
 world, The world doesn't want unilateralism. The world does want, The world doesn't want, NotDesires,['unilateralism']
 airplanes, Airplanes can stall. Airplanes cannot, Airplanes can, CapableOf,"['stall', 'bomb', 'crash', 'accelerate', 'taxi']"
 alcohol, Alcohol can burn. Alcohol cannot, Alcohol can, CapableOf,['burn']
 anarchist, The anarchist can agitate. The anarchist cannot, The anarchist can, CapableOf,['agitate']
 animal, Graze is a type of animal eating. Graze isn't a type of animal, Graze is a type of animal, CapableOf,"['eating', 'live']"
 ants, Most ants cannot fly. Most ants cannotnot, Most ants cannot, CapableOf,"['fly', 'crawl']"
 architects, Architects can disagree. Architects cannot, Architects can, CapableOf,['disagree']
 artist, An artist wants to sculpt. An artist doesn't want to, An artist wants to, CapableOf,"['sculpt', 'create', 'paint']"
 babies, Babies can giggle. Babies cannot, Babies can, CapableOf,"['giggle', 'cry']"
 balls, Balls can pop. Balls cannot, Balls can, CapableOf,['pop']
 bear, A bear can swim. A bear cannot, A bear can, CapableOf,['swim']
 bike, A bike can skid. A bike cannot, A bike can, CapableOf,"['skid', 'crash']"
 birds, All birds can reproduce. All birds cannot, All birds can, CapableOf,"['reproduce', 'breathe', 'mate', 'land', 'molt', 'poop', 'grow', 'chirp', 'eat', 'perch', 'grieve', 'fky', 'hatch', 'peck']"
 birds, Birds can reproduce. Birds cannot, Birds can, CapableOf,"['reproduce', 'breathe', 'mate', 'land', 'molt', 'poop', 'grow', 'chirp', 'eat', 'perch', 'grieve', 'fky', 'hatch', 'peck']"
 brain, A brain can splatter. A brain cannot, A brain can, CapableOf,['splatter']
 bricklayers, Some bricklayers may smoke. Some bricklayers may not, Some bricklayers may, CapableOf,['smoke']
 bubble, A bubble can burst. A bubble cannot, A bubble can, CapableOf,['burst']
 buttons, Buttons can explode. Buttons cannot, Buttons can, CapableOf,['explode']
 cancer, Cancer can spread. Cancer cannot, Cancer can, CapableOf,"['spread', 'kill']"
 cars, Cars can crash. Cars cannot, Cars can, CapableOf,"['crash', 'deform', 'race']"
 cat, A cat can miaow. A cat cannot, A cat can, CapableOf,"['miaow', 'mew', 'scratch', 'vomit', 'meow', 'sleep']"
 cats, Cats can claw. Cats cannot, Cats can, CapableOf,"['claw', 'excrete', 'purr', 'annoy', 'think']"
 ceiling, Ceiling can sag. Ceiling cannot, Ceiling can, CapableOf,"['sag', 'leak']"
 ceiling, A ceiling may sag. A ceiling may not, A ceiling may, CapableOf,"['sag', 'leak']"
 child, A child can breathe. A child cannot, A child can, CapableOf,"['breathe', 'whine', 'learn']"
 children, Children can skip. Children cannot, Children can, CapableOf,"['skip', 'walk', 'laugh']"
 chocolate, Chocolate can melt. Chocolate cannot, Chocolate can, CapableOf,"['melt', 'melts']"
 christian, A Christian can fail. A Christian cannot, A Christian can, CapableOf,"['fail', 'disobey', 'stumble', 'sin', 'rebel', 'pray', 'forgive', 'repent']"
 christian, A Christian wants to fail. A Christian doesn't want to, A Christian wants to, CapableOf,"['fail', 'disobey', 'stumble', 'sin', 'rebel', 'pray', 'forgive', 'repent']"
 computer, Person does not want his computer to crash. Person does want his computer to, Person does not want his computer to, CapableOf,"['crash', 'arithmetic', 'calculate', 'count', 'think']"
 computers, Computers can multitask. Computers cannot, Computers can, CapableOf,"['multitask', 'crash', 'compute', 'teach', 'work']"
 cookie, A cookie can crumble. A cookie cannot, A cookie can, CapableOf,['crumble']
 copper, Copper can corrode. Copper cannot, Copper can, CapableOf,['corrode']
 cords, Cords can bind. Cords cannot, Cords can, CapableOf,['bind']
 diagnosis, A diagnosis can change. A diagnosis cannot, A diagnosis can, CapableOf,['change']
 dna, DNA can replicate. DNA cannot, DNA can, CapableOf,['replicate']
 dog, A dog can breathe. A dog cannot, A dog can, CapableOf,"['breathe', 'run', 'bark', 'bite', 'stray', 'urinate']"
 dogs, Dogs can hear. Dogs cannot, Dogs can, CapableOf,"['hear', 'reproduce', 'see', 'pant', 'yelp', 'howl', 'mate', 'drool', 'defend', 'sniff', 'grow', 'bark', 'bite', 'attack']"
 dogs, Big dogs can hear. Big dogs cannot, Big dogs can, CapableOf,"['hear', 'reproduce', 'see', 'pant', 'yelp', 'howl', 'mate', 'drool', 'defend', 'sniff', 'grow', 'bark', 'bite', 'attack']"
 doves, Doves can fly. Doves cannot, Doves can, CapableOf,['fly']
 edges, Edges can hurt. Edges cannot, Edges can, CapableOf,['hurt']
 elastic, Elastic can rebound. Elastic cannot, Elastic can, CapableOf,"['rebound', 'stretch', 'recoil']"
 elastic, Elastic  can rebound. Elastic cannot, Elastic  can, CapableOf,"['rebound', 'stretch', 'recoil']"
 elephants, Elephants can breathe. Elephants cannot, Elephants can, CapableOf,['breathe']
 emacs, Emacs can save. Emacs cannot, Emacs can, CapableOf,['save']
 faucet, A faucet can break. A faucet cannot, A faucet can, CapableOf,['break']
 fbi, The FBI can investigate. The FBI cannot, The FBI can, CapableOf,['investigate']
 female, A female can conceive. A female cannot, A female can, CapableOf,['conceive']
 fencers, Fencers can attack. Fencers cannot, Fencers can, CapableOf,['attack']
 ferrets, Ferrets can bite. Ferrets cannot, Ferrets can, CapableOf,['bite']
 fire, Fire can burn. Fire cannot, Fire can, CapableOf,"['burn', 'sterelize', 'kill', 'murder', 'hurt', 'harm']"
 fish, People often keep fish in a tank as swim. People often don't keep fish in a tank as, People often keep fish in a tank as, CapableOf,['swim']
 flea, A flea can jump. A flea cannot, A flea can, CapableOf,['jump']
 flower, A flower can close. A flower cannot, A flower can, CapableOf,"['close', 'blossom', 'open']"
 frisbee, A frisbee can fly. A frisbee cannot, A frisbee can, CapableOf,['fly']
 frogs, Frogs can jump. Frogs cannot, Frogs can, CapableOf,"['jump', 'leap', 'swim', 'hop']"
 fruit, Fruit can decay. Fruit cannot, Fruit can, CapableOf,['decay']
 gas, Gas can explode. Gas cannot, Gas can, CapableOf,"['explode', 'expand']"
 gate, A gate can swing. A gate cannot, A gate can, CapableOf,['swing']
 genes, Genes can mutate. Genes cannot, Genes can, CapableOf,['mutate']
 glass, A glass can melt. A glass cannot, A glass can, CapableOf,"['melt', 'shattering']"
 glue, Situation: Let the glue dry. Situation: don't Let the glue, Situation: Let the glue, CapableOf,"['dry', 'set']"
 glue, Glue can dry. Glue cannot, Glue can, CapableOf,"['dry', 'set']"
 god, God is anything. God isn't, God is, CapableOf,"['anything', 'love']"
 goose, Goose can fly. Goose cannot, Goose can, CapableOf,['fly']
 grass, Grass can burn. Grass cannot, Grass can, CapableOf,['burn']
 gundog, A gundog can find. A gundog cannot, A gundog can, CapableOf,"['find', 'seek', 'work', 'retrieve']"
 guns, Guns can misfire. Guns cannot, Guns can, CapableOf,"['misfire', 'break', 'jam']"
 hamster, A hamster doesn't want a messy burrow. A hamster does want a messy, A hamster doesn't want a messy, CapableOf,['burrow']
 hands, Human hands are very articulate. Human hands aren't very, Human hands are very, CapableOf,['articulate']
 hands, Situation: My hands feel smooth and articulate. Situation: My hands don't feel smooth and, Situation: My hands feel smooth and, CapableOf,['articulate']
 happiness, Happiness can spread. Happiness cannot, Happiness can, CapableOf,['spread']
 heat, Heat can sterilize. Heat cannot, Heat can, CapableOf,['sterilize']
 helicoptors, Helicoptors can fly. Helicoptors cannot, Helicoptors can, CapableOf,['fly']
 hoatzins, Hoatzins can fly. Hoatzins cannot, Hoatzins can, CapableOf,['fly']
 horses, Horses can trot. Horses cannot, Horses can, CapableOf,"['trot', 'canter']"
 human, Human can scream. Human cannot, Human can, CapableOf,"['scream', 'torture', 'die', 'smile', 'stand', 'write']"
 humans, Humans can bend. Humans cannot, Humans can, CapableOf,"['bend', 'dance', 'laugh', 'act', 'think', 'appreciate', 'lie', 'heal', 'die', 'coding', 'sleep', 'wonder', 'listen', 'wish', 'reproduce', 'punch', 'destroy', 'talk', 'excrete', 'multiply', 'draw', 'share', 'run', 'plan', 'attack', 'dream', 'reason', 'learn', 'cry']"
 humans, Humans have a finite lifespan and then they bend. Humans don't have a finite lifespan and then they, Humans have a finite lifespan and then they, CapableOf,"['bend', 'dance', 'laugh', 'act', 'think', 'appreciate', 'lie', 'heal', 'die', 'coding', 'sleep', 'wonder', 'listen', 'wish', 'reproduce', 'punch', 'destroy', 'talk', 'excrete', 'multiply', 'draw', 'share', 'run', 'plan', 'attack', 'dream', 'reason', 'learn', 'cry']"
 humans, Humans and fish don't bend. Humans and fish do, Humans and fish don't, CapableOf,"['bend', 'dance', 'laugh', 'act', 'think', 'appreciate', 'lie', 'heal', 'die', 'coding', 'sleep', 'wonder', 'listen', 'wish', 'reproduce', 'punch', 'destroy', 'talk', 'excrete', 'multiply', 'draw', 'share', 'run', 'plan', 'attack', 'dream', 'reason', 'learn', 'cry']"
 insects, Insects can fly. Insects cannot, Insects can, CapableOf,"['fly', 'move', 'buzz']"
 iron, Iron has rust. Iron doesn't have, Iron has, CapableOf,['rust']
 jew, A Jew can pray. A Jew cannot, A Jew can, CapableOf,['pray']
 king, A king can vomit. A king cannot, A king can, CapableOf,['vomit']
 lamp, A lamp can illuminate. A lamp cannot, A lamp can, CapableOf,['illuminate']
 lesbians, Lesbians can marry. Lesbians cannot, Lesbians can, CapableOf,['marry']
 lion, A lion can roar. A lion cannot, A lion can, CapableOf,['roar']
 lizards, Lizards can exercise. Lizards cannot, Lizards can, CapableOf,['exercise']
 love, Love can hurt. Love cannot, Love can, CapableOf,['hurt']
 machine, Machine is a type of mechanical vend. Machine isn't a type of mechanical, Machine is a type of mechanical, CapableOf,"['vend', 'dispense', 'construct']"
 mammmal, A mammmal that can fly. A mammmal that cannot, A mammmal that can, CapableOf,['fly']
 midgets, Midgets can steal. Midgets cannot, Midgets can, CapableOf,['steal']
 mine, A mine can explode. A mine cannot, A mine can, CapableOf,['explode']
 mosquito, Mosquito is about the same size as fly. Mosquito isn't about the same size as, Mosquito is about the same size as, CapableOf,['fly']
 music, Music can heal. Music cannot, Music can, CapableOf,"['heal', 'irritate']"
 name, A name can change. A name cannot, A name can, CapableOf,['change']
 newspaper, A newspaper can announce. A newspaper cannot, A newspaper can, CapableOf,"['announce', 'advertise', 'educate', 'motivate', 'communicate', 'inform']"
 nose, A nose can sniff. A nose cannot, A nose can, CapableOf,"['sniff', 'run']"
 organisms, Organisms can die. Organisms cannot, Organisms can, CapableOf,['die']
 oxygen, Oxygen can freeze. Oxygen cannot, Oxygen can, CapableOf,['freeze']
 pana, A pana can eat. A pana cannot, A pana can, CapableOf,['eat']
 parent, A parent can homeschool. A parent cannot, A parent can, CapableOf,['homeschool']
 pee, Situation: Pooh and pee can stink. Situation: Pooh and pee cannot, Situation: Pooh and pee can, CapableOf,['stink']
 penis, A penis can pee. A penis cannot, A penis can, CapableOf,"['pee', 'ejaculate']"
 penis, A man uses his penis to pee. A man doesn't use his penis to, A man uses his penis to, CapableOf,"['pee', 'ejaculate']"
 peole, Peole can dance. Peole cannot, Peole can, CapableOf,['dance']
 people, People can shout. People cannot, People can, CapableOf,"['shout', 'dance', 'speak', 'blink', 'imagine', 'forgive', 'jump', 'think', 'lie', 'multitask', 'trek', 'coding', 'count', 'donate', 'stand', 'agree', 'err', 'sing', 'plan', 'bite', 'deceive', 'sneeze', 'choke']"
 performer, A performer can dance. A performer cannot, A performer can, CapableOf,['dance']
 person, A person can fail. A person cannot, A person can, CapableOf,"['fail', 'breathe', 'laugh', 'leap', 'shave', 'sprint', 'think']"
 photographs, Photographs can map. Photographs cannot, Photographs can, CapableOf,['map']
 plane, Pilots can explain that the plane will not fly. Pilots can explain that the plane will, Pilots can explain that the plane will not, CapableOf,"['fly', 'fall', 'crash']"
 plane, A plane can fly. A plane cannot, A plane can, CapableOf,"['fly', 'fall', 'crash']"
 planes, Planes can fly. Planes cannot, Planes can, CapableOf,"['fly', 'crash']"
 planes, Planes although heavier than air can still fly. Planes although heavier than air cannot still, Planes although heavier than air can still, CapableOf,"['fly', 'crash']"
 plans, Plans can fail. Plans cannot, Plans can, CapableOf,['fail']
 plants," Plants have chlorophyll, a green pigment necessary for photosynthesis. Plants don't have chlorophyll, a green pigment necessary for"," Plants have chlorophyll, a green pigment necessary for", CapableOf,['photosynthesis']
 plastic, Plastic can melt. Plastic cannot, Plastic can, CapableOf,"['melt', 'burn']"
 politicians, Politicians can legislate. Politicians cannot, Politicians can, CapableOf,['legislate']
 pornstar, A pornstar can fuck. A pornstar cannot, A pornstar can, CapableOf,['fuck']
 prices, Prices may vary. Prices may not, Prices may, CapableOf,['vary']
 priest, A priest can pray. A priest cannot, A priest can, CapableOf,"['pray', 'baptise']"
 printers, Printers  can print. Printers cannot, Printers  can, CapableOf,['print']
 programs, Programs can compute. Programs cannot, Programs can, CapableOf,['compute']
 rats, Rats can bite. Rats cannot, Rats can, CapableOf,['bite']
 rhetoric, Rhetoric can inspire. Rhetoric cannot, Rhetoric can, CapableOf,['inspire']
 robber, Robber can steal. Robber cannot, Robber can, CapableOf,['steal']
 secretaries, Secretaries can type. Secretaries cannot, Secretaries can, CapableOf,['type']
 seed, Seed has sprout. Seed doesn't have, Seed has, CapableOf,"['sprout', 'grow']"
 ships, Ships can have. Ships cannot, Ships can, CapableOf,"['have', 'collide']"
 soliders, Soliders can die. Soliders cannot, Soliders can, CapableOf,['die']
 spleen, The spleen can enlarge. The spleen cannot, The spleen can, CapableOf,['enlarge']
 spring, A spring can bounce. A spring cannot, A spring can, CapableOf,['bounce']
 stairs, Stairs can creak. Stairs cannot, Stairs can, CapableOf,['creak']
 steel, A stainless steel piece of construction will not rust. A stainless steel piece of construction will, A stainless steel piece of construction will not, CapableOf,['rust']
 student, A student can masturbate. A student cannot, A student can, CapableOf,"['masturbate', 'talk', 'study', 'fart', 'homework', 'think']"
 submarines, Submarines can sink. Submarines cannot, Submarines can, CapableOf,"['sink', 'dive']"
 sweat, Sweat can drip. Sweat cannot, Sweat can, CapableOf,['drip']
 telephone, Call is telephone ring. Call isn't telephone, Call is telephone, CapableOf,['ring']
 text, Text can fade. Text cannot, Text can, CapableOf,['fade']
 tnt, TNT can explode. TNT cannot, TNT can, CapableOf,['explode']
 toilet, A toilet can refill. A toilet cannot, A toilet can, CapableOf,"['refill', 'flush']"
 torpedo, Torpedo can explode. Torpedo cannot, Torpedo can, CapableOf,['explode']
 trains, Trains can accelerate. Trains cannot, Trains can, CapableOf,"['accelerate', 'decelerate', 'brake', 'derail']"
 trains, Trains  can accelerate. Trains cannot, Trains  can, CapableOf,"['accelerate', 'decelerate', 'brake', 'derail']"
 tree, A  tree can bud. A tree cannot, A  tree can, CapableOf,"['bud', 'grow']"
 tweety, Tweety can fly. Tweety cannot, Tweety can, CapableOf,['fly']
 ufos, Ufos can glow. Ufos cannot, Ufos can, CapableOf,['glow']
 vampires, Vampires can bite. Vampires cannot, Vampires can, CapableOf,['bite']
 virus, A virus can reproduce. A virus cannot, A virus can, CapableOf,"['reproduce', 'mutate', 'infect']"
 virus, A virus wants to reproduce. A virus doesn't want to, A virus wants to, CapableOf,"['reproduce', 'mutate', 'infect']"
 volcanoe, A volcanoe can erupt. A volcannotoe cannot, A volcanoe can, CapableOf,['erupt']
 war, War can escalate. War cannot, War can, CapableOf,['escalate']
 wasps, Wasps can sting. Wasps cannot, Wasps can, CapableOf,['sting']
 wax, Wax is candle melt. Wax isn't candle, Wax is candle, CapableOf,"['melt', 'burn', 'melt1']"
 wax, Wax can melt. Wax cannot, Wax can, CapableOf,"['melt', 'burn', 'melt1']"
 we, We can invade. We cannot, We can, CapableOf,['invade']
 weapon, A weapon can terrorize. A weapon cannot, A weapon can, CapableOf,['terrorize']
 wood, Wood can petrify. Wood cannot, Wood can, CapableOf,"['petrify', 'burn', 'warp']"
 yogurt, Yogurt can spoil. Yogurt cannot, Yogurt can, CapableOf,['spoil']
 youtube, YouTube can entertain. YouTube cannot, YouTube can, CapableOf,['entertain']
 abdomen, An abdomen is part of a torso. An abdomen isn't part of a, An abdomen is part of a, PartOf,['torso']
 acting, Acting is part of theater. Acting isn't part of, Acting is part of, PartOf,"['theater', 'performance']"
 adaptation, Adaptation is part of evolution. Adaptation isn't part of, Adaptation is part of, PartOf,['evolution']
 aids, AIDS is part of TFZ. AIDS isn't part of, AIDS is part of, PartOf,['TFZ']
 aksaray, Aksaray is part of istanbul. Aksaray isn't part of, Aksaray is part of, PartOf,['istanbul']
 alberta, Alberta is a province in canada. Alberta isn't a province in, Alberta is a province in, PartOf,"['canada', 'Canada']"
 amanda, Amanda is part of  danilo. Amanda isn't part of, Amanda is part of , PartOf,['danilo']
 anhui, Anhui is part of China. Anhui isn't part of, Anhui is part of, PartOf,['China']
 animal, Situation: I finished university units in animal and plant nature. Situation: I didn't finish university units in animal and plant, Situation: I finished university units in animal and plant, PartOf,['nature']
 animal, An animal is part of an nature. An animal isn't part of an, An animal is part of an, PartOf,['nature']
